,User ID,Username,Title,Stars,Date,Review
10,11,NJeffrey,Turn off Wi-Fi when setting it up,4,2020-10-07 23:13:00,"Kept getting error 1002, even after redownloading app.  Found out you need to turn off the Wi-Fi when first setting it up, then you can turn it back on.  So far, looks good."
11,12,DavidEvan,"Good initial effort, but no city community or town level info",3,2020-10-17 16:07:54,"I thought this app would tell me who around has COVID and what places in town or stores to avoid. I suspect most danger zones are local nursing homes but I’ve no way to know if a grocery store or school us contaminated.

Also the survey form doesn’t work in Safari. Says Safari isn’t supported."
12,13,ScruffyBear13,For people experiencing 1002 or 1005 error...,4,2020-10-03 05:23:46,"If you are experiencing this error the website says to turn off WiFi and try again. Worked for me! Great app, great idea to help keep people safe."
13,14,JayySur,Needs update to fit the iPhone 12 mini,3,2020-11-17 20:51:34,"I just got the iPhone 12 mini. I notice that the app isn’t properly formatted to fit it. The tabs are too close to the bottom. The app still works, but the user interface isn’t pleasant to look at. Please fix this!"
14,15,louisluccidotcom,Oct 2 review(hope I can update when it actually works),1,2020-10-03 15:06:21,"Super excited to be a concerned citizen and participate, tell the app I’m older than 18, get to the next screen and click to move to the next step: ERROR: 1002. As a control I also downloaded the NY covid alert app and it works with no errors. Tried deleting and reinstalling, deleting the NY alert app and trying to reinstall the NJ app; same error no matter what I try."
15,16,asfcssfcxccd,"Nice, but big flaw (for now)",3,2020-12-30 00:02:58,"It’s a useful app, and it works fine on my other devices, BUT I can’t even download it on my iPhone 6 because it says I need to update to iOS 13, but the thing is, iOS 12.5 introduces exposure notifications, and I really wanted to use this app."
16,17,Magic Mike XL,Thank you!,5,2020-10-01 21:54:09,"Special thanks to Governor Murphy, his administration and the developers of this app for putting together a system of alerting residence about this horrible virus for the new age. We can beat this virus, together."
17,18,Ice Storm Bravo,Under 18 limitation is idiotic,3,2020-10-03 16:10:44,Not being allowed for those residents under 18 is absolutely asinine. This is why we are in the mess we are in. Too much “in-the-box”thinking and slow movement. This app should have been launched in April and required by state law. Let’s get on with it.
18,19,BreakingCustoms,Useful but severely reduces battery life,3,2020-10-08 20:00:53,"Glad to see a tool out there that helps track cases, but this thing eats battery life. On average, this app uses 30% of my battery a day. Had to disable for the time being"
19,20,Csandst1,Typo in intro,5,2020-10-01 19:44:19,In the intro that comes up after downloading the app (I think it’s the first page) there’s a typo—it says identify when it should say identity.
20,21,AMGTHIS,Worked after Dev feeeback,4,2020-10-07 22:52:50,I was able to get the app up and running. Sort of silly to require turning off Wi-Fi in order to setup the app.
21,22,BB1264,Cannot complete setup!!!,1,2020-10-02 20:46:01,"I’ve been trying to install for the last 2 days, but consistently receive a “error 1002” message when trying to advance past the Data Usage page (first step after selecting Getting Started)! Not sure where to turn to for help."
22,23,leeshfimp,Missing one thing,4,2020-10-02 17:30:46,Would be great having quick access to the hot spot list
23,24,Thoyl,How do you know?,4,2020-10-16 21:02:34,"I like this app, however, I would like to know what the alert looks like if it needs to notify me of exposure.

Anybody know??"
24,25,A6h1,Easy to use but need preemptive alerts,3,2020-10-04 20:48:35,The real help would be knowing where not to go. Right now I believe it only sends alert after the fact.
25,26,Broken ipod touch,Battery drain,3,2020-10-08 01:28:36,This app used 56% of my battery in the background and I haven’t left the house. Would love to to use this app can’t take the battery drain.
26,27,fixedittilitbroke,Vaccination Information,3,2020-12-31 14:06:44,The app should have vaccine registration and a vaccination tracker for users to monitor the progress of NJ’s vaccination program
27,28,Neeners901,Keep getting error message,2,2020-10-28 16:39:08,"Tried downloading with wi-fi and without, just won’t load at all. Tried several times. IPhone 7"
28,29,metoo2018,3% holding,2,2020-11-07 22:58:20,Odd that after a month it constantly says 3% have mild symptoms.  You’d think it will go up or down with so many people using app.  Not sure how valid this is.
29,30,Losing fan support,Very Lackluster,2,2020-12-14 21:58:31,"Not sure why the high rating. Seems to be a useless app. Submit your symptom on a daily basis the let the app work. 
No useful interface and not very helpful."
30,31,Awesome 3101,The app doesn’t work,1,2020-10-02 21:37:48,The app doesn’t move forward your data screen. The error pops up not just on my phone but my family phone as well. Need to fix the app.
31,32,iproof4,Doesn’t work on iPhone 7,1,2020-10-03 19:43:32,Gives an error and would not let to continue with initial setup of the app on iPhone 7. Should have tested this app more before releasing it to public.
32,33,tdeprenda,Not able to use app,1,2020-10-01 19:02:12,Just downloaded app. Get error 1002 when you click continue after the data usage screen. Can’t get any farther in app.
33,34,GetlostNJ,Diarrhea is much better than this app.,1,2020-10-08 00:19:55,Crashes- also don’t have WiFi on and it still failed. Wouldn’t recommend.
34,35,1ipad,Idea,5,2020-10-31 22:00:21,Support built for Apple TV users
35,36,MikeReview4Life,Doesn’t work,1,2020-10-02 19:15:18,"Keep getting error “sorry the didn’t work properly error 1002, please try again” over and over. 🤦‍♂️"
36,37,Rcarsey1,Error 109 when running,1,2020-10-02 03:01:13,not sure what the problem is.. can’t get past the first few screens
37,38,cd07748,Still Freezing,1,2020-10-02 22:56:48,Still freezes on 3rd screen with error.
38,39,eatapc,Known bug—doesn’t work,1,2020-10-02 22:56:31,I can’t get past the “Continue” screen. Reported it and was told it’s a known bug.
39,40,Kingstonmom415,Just does not work...,1,2020-10-02 12:47:11,I keep getting an error message. Can’t get any further than 2nd screen.
40,41,What's up user that 1,Could be Better,3,2020-11-30 21:33:59,Why is there no COVID 19 tracing for Apple Watch app version ?
41,42,Gymnast0395,Good job NJ,5,2020-10-25 13:26:27,Great idea to slow the plague . Good work NJ
42,43,Altonbay.,Pointless,1,2020-12-13 14:01:13,"With hardly any users, this app is basically pointless."
43,44,SarahxStar,Can’t get in,1,2020-10-03 15:26:54,"Can’t get passed Your Data screen, continuously getting Error 1002 no matter what I do."
44,45,Rbaker257,Error 1002,1,2020-10-05 19:18:28,Keep getting sorry that didn’t work error 1002 no matter what I try
45,46,@ibawwad,Can’t get past the initial setup,5,2020-10-09 11:37:35,"UPDATE. 
Thanks for the developer reply, disconnecting the WiFi did the trick and eliminated the error, I still believe this needs to be considered, so many users would be using an International lines in the area and normally they depend on WiFi only for data connections. 
*****
I always get error code 1002 in the first page of setup, I can not get past that."
46,47,Outrageous Older Woman,Error codes  1002,1,2020-10-03 09:33:12,App doesn’t work. Removed and added again.
47,48,PhotoCrystalLee,Doesn’t work. Error 1002,1,2020-10-01 17:09:11,Won’t work at all. Just keep getting error 1002
48,49,Hockey Mom 29,Freezes,1,2020-10-01 20:16:41,Locks up on the third screen. Error #1002
49,50,wwwroger781,Does not work,1,2020-10-01 18:15:01,Get error 1005. Using iPhone XR with latest version of iOS.
50,51,Roidlee,Error. No help available,1,2020-10-01 17:58:33,Typical NJ. Launches with an error and no pathway for assistance. The app support link just goes to the state COVID page.
51,52,"Disgusted, appalled customer",Non functioning app,1,2020-10-06 00:58:21,App Doesn’t work.
52,53,Ishan S.,Doesn’t work,1,2020-10-01 17:45:34,Doesn’t work!
53,54,ReemaEma,Not Working,1,2020-10-02 17:06:57,The app isn’t working and throwing an 1002 error.
54,55,WHG63367,Invasion of Privacy,1,2020-10-01 18:37:04,"Do Not download this app,
It is literally like 1984"
55,56,thewezel,Error 109,1,2020-10-24 20:39:16,Not working for me
56,57,PasqualeNick,Covid,1,2020-10-01 17:17:54,This app is a joke just like the governor of New Jersey.
57,58,Radix53,Privacy invasion,1,2020-10-01 18:39:12,This is like Communist China.
58,59,AllyB20*,Error message error code 109,1,2020-10-12 01:53:11,Tried to install app but kept getting error code 109. I tried installing without Wi-Fi but that didn’t resolve the issue. Have T mobile.
59,60,dtyk192,Keep getting error,5,2020-10-08 00:57:25,"Updating review after they messaged back saying to try starting without WiFi on. It works now. 👍

Like the idea, but can’t get started because it keeps popping up an error (code 1002). It’s at the first page asking for permission to share app usage statistics. Will check back periodically and update this review once I get in."
60,61,David cohen.,Error code turn off WiFi,3,2020-10-05 11:26:17,"As many people say before. Error code 1002 I turned off
My WiFi and it works.  You’d think they would say ‘turn off your wifi ‘ instead of some stupid code 1002 error. I mean. Come on.  
Otherwise 
I now have it installed 
No clue what it’s going to really tell me or help with as if I wouldn’t know if my neighbors got it. But I can see why in more dense and populated areas not everyone knows everyone. So I hope it helps and is not just another data mine privacy worry."
61,62,Diesel_guy,Doesn’t load,1,2020-10-06 02:34:19,"App doesn’t load keeps coming up with an error message.does anyone know how to fix this issue
Even turning off WiFi still nothing."
62,63,Mera Wu,Error code 1002,1,2020-10-05 16:22:24,Doesn’t work.
63,64,LadyMissDi825,Error Code 1002,2,2020-10-02 19:32:12,I cannot use the app. I keep getting this error and it prevents me from using the app.
64,65,Frank160,Doesn’t work,1,2020-10-03 12:24:52,Get error code 1002 on iPhone 11pro
65,66,facosta6,Error code 1002,1,2020-10-03 02:07:35,"Been a NJ resident, I’m not surprised that the COVID Alert App doesn’t work, getting error code 1002."
66,67,manschesterq,Error code,1,2020-10-02 14:43:58,Just downloaded this and keeps giving error code 1002 when I try to open it.
67,68,Jay's 6s,Error code 1002,1,2020-10-02 14:35:26,What gives with this app?  I can’t get beyond the second question and it gives me an error message.
68,69,AD0707,Error code 1002,1,2020-10-02 04:40:02,"Deleted and reinstalled several times. 
This app won’t work. 
Error code 1002"
69,70,brighteyes4you,Error code 1005,1,2020-10-02 03:52:40,Please help I received an error code when I tried to set up app
70,71,NJ User @ NJ,Doesn’t work,1,2020-10-02 00:51:29,Throws error code
71,72,Dredesign,Doesn’t work,1,2020-10-01 19:49:59,Wow this would be great but can even get past first page without getting an error code 1002. Launching an app and not testing it first. We please help.
72,73,APHudsonC,App didn’t work,1,2020-10-01 18:27:55,I downloaded the app but received error code 1002 when I pressed “continue” and wasn’t able to proceed/cannot use the app.
73,74,Coolio....,Error Code 1002,1,2020-10-01 17:20:14,Can’t get past “Let’s get started” page
74,75,etaham,Delayed,1,2021-01-12 19:26:39,You can’t notify the app on a positive Covid test until a contact tracer calls you and gives you a code - which is too late. Get it together nj!
